X,Voice,Number,Subject,Reflexive,TempLoc,Aspect,SpatAdv,Epoch,RelClause,Aux
528,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,NoAux
529,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,NoAux
530,Active,Sg,Subj,Reflexive,FALSE,Pf,SpatAdv,late,NoRelCl,Aux
531,Active,Sg,Subj,Reflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
532,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,NoAux
533,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
534,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,Aux
535,Active,Sg,Subj,Reflexive,TRUE,Pf,SpatAdv,late,RelCl,NoAux
536,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,Aux
537,Active,Pl,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,NoAux
538,Active,Pl,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
539,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,Aux
540,Active,Pl,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,Aux
541,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
542,Passive,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
543,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
544,Active,Pl,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,NoAux
545,Active,Sg,NoSubj,Reflexive,FALSE,Pf,NoSpatAdv,late,RelCl,NoAux
546,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
547,Active,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
548,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
549,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
550,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
551,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
552,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
553,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
554,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
555,Passive,Pl,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
556,Active,Sg,Subj,Reflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
557,Passive,Pl,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,RelCl,Aux
558,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,SpatAdv,late,NoRelCl,NoAux
559,Passive,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
560,Active,Sg,NoSubj,Reflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
561,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
562,Active,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
563,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
564,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,RelCl,Aux
565,Active,Pl,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
566,Passive,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
567,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
568,Active,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
569,Active,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
570,Active,Pl,NoSubj,Reflexive,TRUE,Impf,SpatAdv,late,NoRelCl,Aux
571,Active,Pl,NoSubj,Reflexive,TRUE,Impf,SpatAdv,late,NoRelCl,Aux
572,Active,Sg,Subj,Nonreflexive,TRUE,Impf,SpatAdv,late,RelCl,Aux
573,Active,Sg,Subj,Reflexive,TRUE,Impf,SpatAdv,late,RelCl,Aux
574,Active,Sg,Subj,Nonreflexive,TRUE,Impf,SpatAdv,late,RelCl,Aux
575,Active,Pl,NoSubj,Nonreflexive,TRUE,Impf,SpatAdv,late,NoRelCl,Aux
576,Passive,Pl,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
577,Passive,Pl,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
578,Active,Pl,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,Aux
579,Passive,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,NoAux
580,Active,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,Aux
581,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
582,Active,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
583,Active,Sg,Subj,Reflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
584,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
585,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
586,Active,Sg,Subj,Nonreflexive,FALSE,Pf,SpatAdv,late,NoRelCl,NoAux
587,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
588,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
589,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
590,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
591,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,Aux
592,Passive,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,Aux
593,Passive,Pl,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
594,Passive,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
595,Passive,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,NoAux
596,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,RelCl,NoAux
597,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,NoAux
598,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
599,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
600,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,NoAux
601,Active,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,NoAux
602,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
603,Active,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
604,Active,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
605,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
606,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
607,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
608,Active,Sg,Subj,Nonreflexive,FALSE,Impf,SpatAdv,late,NoRelCl,NoAux
609,Active,Pl,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
610,Active,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
611,Active,Pl,NoSubj,Nonreflexive,TRUE,Impf,SpatAdv,late,NoRelCl,Aux
612,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
613,Active,Pl,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,NoAux
614,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
615,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,Aux
616,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
617,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
618,Passive,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
619,Passive,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,RelCl,NoAux
620,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
621,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
622,Active,Sg,Subj,Reflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
623,Active,Sg,Subj,Reflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
624,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
625,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
626,Active,Sg,Subj,Reflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
627,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
628,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
629,Passive,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,Aux
630,Active,Pl,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,Aux
631,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
632,Passive,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
633,Passive,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
634,Active,Pl,Subj,Reflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
635,Active,Pl,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
636,Active,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
637,Active,Sg,NoSubj,Reflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
638,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
639,Active,Pl,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
640,Active,Pl,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
641,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
642,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
643,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
644,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
645,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
646,Active,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,RelCl,NoAux
647,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
648,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,Aux
649,Passive,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
650,Passive,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,Aux
651,Passive,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,Aux
652,Passive,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
653,Passive,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
654,Passive,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
655,Passive,Sg,NoSubj,Nonreflexive,FALSE,Pf,SpatAdv,late,NoRelCl,Aux
656,Passive,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,RelCl,Aux
657,Passive,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,RelCl,Aux
658,Passive,Sg,Subj,Nonreflexive,TRUE,Pf,SpatAdv,late,RelCl,Aux
659,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,RelCl,Aux
660,Active,Sg,NoSubj,Reflexive,FALSE,Pf,SpatAdv,late,RelCl,Aux
661,Active,Sg,Subj,Reflexive,FALSE,Pf,NoSpatAdv,late,RelCl,NoAux
662,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
663,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
664,Active,Pl,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
665,Active,Pl,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
666,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
667,Active,Sg,NoSubj,Reflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
668,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
669,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,NoAux
670,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
671,Active,Pl,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
672,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
673,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
674,Active,Sg,NoSubj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
675,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
676,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,RelCl,Aux
677,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,NoAux
678,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,NoAux
679,Passive,Pl,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,Aux
680,Passive,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,RelCl,Aux
681,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,RelCl,NoAux
682,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,RelCl,NoAux
683,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
684,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,RelCl,NoAux
685,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
686,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
687,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,RelCl,Aux
688,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
689,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
690,Active,Sg,NoSubj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
691,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
692,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
693,Active,Sg,Subj,Nonreflexive,TRUE,Impf,NoSpatAdv,late,NoRelCl,NoAux
694,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
695,Active,Sg,Subj,Nonreflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
696,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,Aux
697,Active,Sg,Subj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
698,Active,Sg,NoSubj,Nonreflexive,FALSE,Impf,NoSpatAdv,late,NoRelCl,NoAux
699,Active,Sg,Subj,Reflexive,FALSE,Pf,NoSpatAdv,late,NoRelCl,NoAux
700,Active,Sg,Subj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
701,Active,Sg,NoSubj,Nonreflexive,TRUE,Pf,NoSpatAdv,late,NoRelCl,NoAux
702,Passive,Sg,NoSubj,Nonreflexive,TRUE,Pf,SpatAdv,late,NoRelCl,NoAux
