NU Form Prefix Period Genre Rootfinal SemClass SJA
NoNu finite Prefixed 1850-1899 nonfiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 2000- fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarplosive InchIntr NoSja
NoNu finite Prefixed 1850-1899 massmedia velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarplosive InchIntr NoSja
NoNu part Prefixed 2000- fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 massmedia velarplosive InchIntr NoSja
NoNu part Prefixed 2000- fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu finite Prefixed 2000- fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 nonfiction velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu finite Unprefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 2000- fiction velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 massmedia velarplosive InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarplosive InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarplosive InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarplosive InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 2000- nonfiction velarfricative InchIntr NoSja
nu gerund Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 nonfiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 2000- privat velarfricative InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 nonfiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- privat velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 church velarfricative InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
nu part Prefixed 1850-1899 massmedia velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- nonfiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 mix velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 2000- nonfiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- nonfiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 nonfiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Unprefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1850-1899 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
nu part Prefixed 1900-1949 privat velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1850-1899 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- privat velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1850-1899 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1850-1899 nonfiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1850-1899 privat velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 2000- fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu mascsg Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 2000- massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu mascsg Prefixed 1900-1949 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 nonfiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- nonfiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 nonfiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 2000- nonfiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1850-1899 nonfiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 nonfiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu finite Prefixed 1950-1999 massmedia velarfricative InchIntr NoSja
NoNu part Prefixed 1950-1999 fiction velarfricative InchIntr NoSja
NoNu part Prefixed 1900-1949 fiction velarfricative InchIntr NoSja
