X,Base,PrefixedVerb,ShiftTrans,Prefix,PrefixStacking,ShiftAspect,BaseFreqWrong,FreqPrefVerb,PerfectiveType,SemanticGroup,SemanticGroupFullName,OtherPrefPossible,FreqBase,SemanticGroupVery,SemanticGroupProto,Frequency,Outcomes,Cues
981,______,__________,intr-intr,pere,notStacked,imp-pf,45,28,specialized,ovc-dur,overcome-duration,no,45,FALSE,FALSE,28,pere,notStacked_imp-pf_ovc-dur_intr-intr_specialized
982,____,________,tr-tr,pere,notStacked,imp-pf,643959,85,specialized,ovc-dur,overcome-duration,no,643959,FALSE,FALSE,85,pere,notStacked_imp-pf_ovc-dur_tr-tr_specialized
983,______,__________,tr-tr,pere,notStacked,imp-pf,1673,83,specialized,redo,redo,no,1673,FALSE,FALSE,83,pere,notStacked_imp-pf_redo_tr-tr_specialized
984,______,__________,tr-tr,pere,notStacked,imp-pf,1673,83,specialized,transf,transfer,no,1673,FALSE,TRUE,83,pere,notStacked_imp-pf_transf_tr-tr_specialized
985,_______,___________,tr-tr,pere,notStacked,imp-pf,358,3,specialized,redo,redo,no,358,FALSE,FALSE,3,pere,notStacked_imp-pf_redo_tr-tr_specialized
986,_______,___________,tr-tr,pere,notStacked,imp-pf,358,3,specialized,bridge,bridge,no,358,FALSE,FALSE,3,pere,notStacked_imp-pf_bridge_tr-tr_specialized
987,__________,______________,intr-intr,pere,notStacked,imp-pf,6,2,specialized,overdo,overdo,no,6,FALSE,FALSE,2,pere,notStacked_imp-pf_overdo_intr-intr_specialized
988,________,____________,intr-tr,pere,notStacked,imp-pf,339,8,specialized,seria,seriatim,no,339,FALSE,FALSE,8,pere,notStacked_imp-pf_seria_intr-tr_specialized
989,________,____________,intr-tr,pere,notStacked,imp-pf,339,8,specialized,overdo,overdo,no,339,FALSE,FALSE,8,pere,notStacked_imp-pf_overdo_intr-tr_specialized
990,______,__________,tr-tr,pere,notStacked,imp-pf,18235,24,specialized,seria,seriatim,no,18235,FALSE,FALSE,24,pere,notStacked_imp-pf_seria_tr-tr_specialized
991,________,______________,intr-intr,pere,notStacked,imp-pf,828,1,specialized,intrch,interchange,no,828,FALSE,FALSE,1,pere,notStacked_imp-pf_intrch_intr-intr_specialized
992,________,____________,intr-intr,pere,notStacked,pf-pf,828,4,specialized,transf-met,transfer metaphorical,no,828,TRUE,FALSE,4,pere,notStacked_pf-pf_transf-met_intr-intr_specialized
993,_______,___________,intr-tr,pere,notStacked,imp-pf,1236,3,specialized,ovc-dur,overcome-duration,no,1236,FALSE,FALSE,3,pere,notStacked_imp-pf_ovc-dur_intr-tr_specialized
994,___________,_______________,tr-tr,pere,notStacked,imp-pf,412,25,specialized,redo,redo,no,412,FALSE,FALSE,25,pere,notStacked_imp-pf_redo_tr-tr_specialized
995,_______,___________,intr-tr,pere,notStacked,imp-pf,52964,18,specialized,ovc-dur,overcome-duration,no,52964,FALSE,FALSE,18,pere,notStacked_imp-pf_ovc-dur_intr-tr_specialized
996,________,____________,intr-intr,pere,notStacked,imp-pf,14,101,specialized,transf-met,transfer metaphorical,no,14,TRUE,FALSE,101,pere,notStacked_imp-pf_transf-met_intr-intr_specialized
997,______,__________,tr-tr,pere,notStacked,imp-pf,3377,150,specialized,transf-met,transfer metaphorical,no,3377,TRUE,FALSE,150,pere,notStacked_imp-pf_transf-met_tr-tr_specialized
998,________,____________,tr-tr,pere,notStacked,imp-pf,710,20,specialized,transf-met,transfer metaphorical,no,710,TRUE,FALSE,20,pere,notStacked_imp-pf_transf-met_tr-tr_specialized
999,________,____________,tr-tr,pere,notStacked,imp-pf,710,20,specialized,seria,seriatim,no,710,FALSE,FALSE,20,pere,notStacked_imp-pf_seria_tr-tr_specialized
1000,______,__________,tr-intr,pere,notStacked,imp-pf,3947,2,specialized,overdo,overdo,no,3947,FALSE,FALSE,2,pere,notStacked_imp-pf_overdo_tr-intr_specialized
1001,no,________________,no-intr,pere,notStacked,no-imp,0,4,not-applicable,intrch,interchange,no,0,FALSE,FALSE,4,pere,notStacked_no-imp_intrch_no-intr_not-applicable
1002,_______,_____________,tr-intr,pere,notStacked,pf-pf,3703,154,specialized,intrch,interchange,no,3703,FALSE,FALSE,154,pere,notStacked_pf-pf_intrch_tr-intr_specialized
1003,_______,___________,intr-intr,pere,notStacked,imp-pf,637,17,specialized,thorough,thorough,no,637,FALSE,FALSE,17,pere,notStacked_imp-pf_thorough_intr-intr_specialized
1004,no,_____________,no-intr,pere,notStacked,no-pf,0,3,specialized,ovc-dur,overcome-duration,no,0,FALSE,FALSE,3,pere,notStacked_no-pf_ovc-dur_no-intr_specialized
1005,no,___________,no-tr,pere,notStacked,no-pf,0,2,specialized,ovc-dur,overcome-duration,no,0,FALSE,FALSE,2,pere,notStacked_no-pf_ovc-dur_no-tr_specialized
1006,no,____________,no-intr,pere,notStacked,no-imp,0,73,not-applicable,ovc-dur,overcome-duration,no,0,FALSE,FALSE,73,pere,notStacked_no-imp_ovc-dur_no-intr_not-applicable
1007,no,__________,no-tr,pere,notStacked,no-imp,0,89,not-applicable,ovc-dur,overcome-duration,yes,0,FALSE,FALSE,89,pere,notStacked_no-imp_ovc-dur_no-tr_not-applicable
1008,_________,_____________,intr-intr,pere,notStacked,imp-pf,441,2,specialized,intrch,interchange,no,441,FALSE,FALSE,2,pere,notStacked_imp-pf_intrch_intr-intr_specialized
1009,_______,___________,tr-tr,pere,notStacked,imp-pf,206,38,specialized,intrch,interchange,no,206,FALSE,FALSE,38,pere,notStacked_imp-pf_intrch_tr-tr_specialized
1010,no,_____________,no-intr,pere,notStacked,no-imp,0,9,not-applicable,intrch,interchange,no,0,FALSE,FALSE,9,pere,notStacked_no-imp_intrch_no-intr_not-applicable
1011,no,___________,no-tr,pere,notStacked,no-imp,0,26,not-applicable,intrch,interchange,no,0,FALSE,FALSE,26,pere,notStacked_no-imp_intrch_no-tr_not-applicable
1012,no,____________,no-intr,pere,notStacked,no-pf,0,1,not-applicable,div,divide,no,0,FALSE,FALSE,1,pere,notStacked_no-pf_div_no-intr_not-applicable
1013,no,__________,no-tr,pere,notStacked,no-pf,0,11,not-applicable,div,divide,no,0,FALSE,FALSE,11,pere,notStacked_no-pf_div_no-tr_not-applicable
1014,___,____________,no-tr,pere,notStacked,no-pf,4503,1,specialized,super,superiority,no,4503,FALSE,FALSE,1,pere,notStacked_no-pf_super_no-tr_specialized
1015,______,__________,tr-tr,pere,notStacked,imp-pf,469,1,specialized,intrch,interchange,no,469,FALSE,FALSE,1,pere,notStacked_imp-pf_intrch_tr-tr_specialized
1016,__________,______________,tr-tr,pere,notStacked,imp-pf,167,1,specialized,redo,redo,no,167,FALSE,FALSE,1,pere,notStacked_imp-pf_redo_tr-tr_specialized
1017,no,____________,no-intr,pere,notStacked,no-imp,0,727,not-applicable,transf,transfer,no,0,FALSE,TRUE,727,pere,notStacked_no-imp_transf_no-intr_not-applicable
1018,no,__________,no-tr,pere,notStacked,no-imp,0,32,not-applicable,transf-met,transfer metaphorical,no,0,TRUE,FALSE,32,pere,notStacked_no-imp_transf-met_no-tr_not-applicable
1019,_______,_____________,intr-intr,pere,notStacked,pf-pf,704,110,specialized,intrch,interchange,no,704,FALSE,FALSE,110,pere,notStacked_pf-pf_intrch_intr-intr_specialized
1020,_______,___________,intr-intr,pere,notStacked,pf-pf,704,5,specialized,ovc-dur,overcome-duration,no,704,FALSE,FALSE,5,pere,notStacked_pf-pf_ovc-dur_intr-intr_specialized
1021,no,______________,no-intr,pere,notStacked,no-imp,0,196,not-applicable,intrch,interchange,no,0,FALSE,FALSE,196,pere,notStacked_no-imp_intrch_no-intr_not-applicable
1022,no,____________,no-intr,pere,notStacked,no-imp,0,6,not-applicable,ovc-dur,overcome-duration,no,0,FALSE,FALSE,6,pere,notStacked_no-imp_ovc-dur_no-intr_not-applicable
1023,______,__________,intr-intr,pere,notStacked,imp-pf,2177,1,specialized,ovc-dur,overcome-duration,no,2177,FALSE,FALSE,1,pere,notStacked_imp-pf_ovc-dur_intr-intr_specialized
1024,no,____________,no-intr,pere,notStacked,no-imp,0,1631,not-applicable,transf,transfer,no,0,FALSE,TRUE,1631,pere,notStacked_no-imp_transf_no-intr_not-applicable
1025,no,__________,no-tr,pere,notStacked,no-imp,0,497,not-applicable,transf,transfer,no,0,FALSE,TRUE,497,pere,notStacked_no-imp_transf_no-tr_not-applicable
1026,no,______________,no-intr,pere,notStacked,no-imp,0,102,not-applicable,mix,mix,no,0,FALSE,FALSE,102,pere,notStacked_no-imp_mix_no-intr_not-applicable
1027,no,____________,no-tr,pere,notStacked,no-imp,0,406,not-applicable,mix,mix,no,0,FALSE,FALSE,406,pere,notStacked_no-imp_mix_no-tr_not-applicable
1028,________,____________,intr-intr,pere,notStacked,imp-pf,1117,459,specialized,mix,mix,no,1117,FALSE,FALSE,459,pere,notStacked_imp-pf_mix_intr-intr_specialized
1029,______,__________,tr-tr,pere,notStacked,imp-pf,21424,1076,specialized,mix,mix,no,21424,FALSE,FALSE,1076,pere,notStacked_imp-pf_mix_tr-tr_specialized
1030,no,______________,no-intr,pere,notStacked,no-imp,0,15,not-applicable,transf,transfer,no,0,FALSE,TRUE,15,pere,notStacked_no-imp_transf_no-intr_not-applicable
1031,_________,_____________,intr-intr,pere,notStacked,pf-pf,1485,191,specialized,transf,transfer,no,1485,FALSE,TRUE,191,pere,notStacked_pf-pf_transf_intr-intr_specialized
1032,_______,___________,tr-tr,pere,notStacked,pf-pf,687,8,specialized,transf,transfer,no,687,FALSE,TRUE,8,pere,notStacked_pf-pf_transf_tr-tr_specialized
1033,______,__________,tr-tr,pere,notStacked,imp-pf,1344,18,specialized,seria,seriatim,no,1344,FALSE,FALSE,18,pere,notStacked_imp-pf_seria_tr-tr_specialized
1034,no,__________,no-tr,pere,notStacked,no-imp,0,13,not-applicable,transf,transfer,no,0,FALSE,TRUE,13,pere,notStacked_no-imp_transf_no-tr_not-applicable
1035,no,_____________,no-intr,pere,notStacked,no-pf,0,838,specialized,transf,transfer,no,0,FALSE,TRUE,838,pere,notStacked_no-pf_transf_no-intr_specialized
1036,_____,___________,no-tr,pere,notStacked,no-pf,201377,600,specialized,transf,transfer,no,201377,FALSE,TRUE,600,pere,notStacked_no-pf_transf_no-tr_specialized
1037,_____,_________,tr-tr,pere,notStacked,imp-pf,4314,29,specialized,transf,transfer,no,4314,FALSE,TRUE,29,pere,notStacked_imp-pf_transf_tr-tr_specialized
1038,_____,_________,tr-tr,pere,notStacked,imp-pf,4314,29,specialized,bridge,bridge,no,4314,FALSE,FALSE,29,pere,notStacked_imp-pf_bridge_tr-tr_specialized
1039,______,__________,tr-tr,pere,notStacked,imp-imp,519,11,not-applicable,redo,redo,no,519,FALSE,FALSE,11,pere,notStacked_imp-imp_redo_tr-tr_not-applicable
1040,______,__________,tr-tr,pere,notStacked,imp-imp,519,11,not-applicable,seria,seriatim,no,519,FALSE,FALSE,11,pere,notStacked_imp-imp_seria_tr-tr_not-applicable
1041,________,____________,intr-intr,pere,notStacked,imp-pf,122,2,specialized,redo,redo,no,122,FALSE,FALSE,2,pere,notStacked_imp-pf_redo_intr-intr_specialized
1042,______,__________,tr-tr,pere,notStacked,imp-pf,1288,29,specialized,seria,seriatim,no,1288,FALSE,FALSE,29,pere,notStacked_imp-pf_seria_tr-tr_specialized
1043,______,__________,tr-tr,pere,notStacked,imp-pf,1288,29,specialized,redo,redo,no,1288,FALSE,FALSE,29,pere,notStacked_imp-pf_redo_tr-tr_specialized
1044,no,____________,no-tr,pere,notStacked,no-imp,0,21,not-applicable,redo,redo,no,0,FALSE,FALSE,21,pere,notStacked_no-imp_redo_no-tr_not-applicable
1045,no,____________,no-tr,pere,notStacked,no-imp,0,21,not-applicable,seria,seriatim,no,0,FALSE,FALSE,21,pere,notStacked_no-imp_seria_no-tr_not-applicable
1046,________,____________,intr-intr,pere,notStacked,imp-pf,1187,35,specialized,seria,seriatim,no,1187,FALSE,FALSE,35,pere,notStacked_imp-pf_seria_intr-intr_specialized
1047,no,___________,no-intr,pere,notStacked,no-imp,0,3,not-applicable,div,divide,no,0,FALSE,FALSE,3,pere,notStacked_no-imp_div_no-intr_not-applicable
1048,______,__________,intr-intr,pere,notStacked,imp-pf,5308,172,specialized,seria,seriatim,no,5308,FALSE,FALSE,172,pere,notStacked_imp-pf_seria_intr-intr_specialized
1049,________,____________,intr-intr,pere,notStacked,imp-imp,9999,330,not-applicable,transf-met,transfer metaphorical,yes,9999,TRUE,FALSE,330,pere,notStacked_imp-imp_transf-met_intr-intr_not-applicable
1050,______,__________,tr-tr,pere,notStacked,imp-imp,11328,744,not-applicable,transf-met,transfer metaphorical,yes,11328,TRUE,FALSE,744,pere,notStacked_imp-imp_transf-met_tr-tr_not-applicable
1051,________,____________,intr-intr,pere,notStacked,imp-pf,9999,2789,natural,transf-met,transfer metaphorical,yes,9999,TRUE,FALSE,2789,pere,notStacked_imp-pf_transf-met_intr-intr_natural
1052,______,__________,tr-tr,pere,notStacked,imp-pf,11328,3868,specialized,transf-met,transfer metaphorical,yes,11328,TRUE,FALSE,3868,pere,notStacked_imp-pf_transf-met_tr-tr_specialized
1053,_______,_____________,no-tr,pere,notStacked,no-pf,1912,1,specialized,super,superiority,no,1912,FALSE,FALSE,1,pere,notStacked_no-pf_super_no-tr_specialized
1054,______,__________,tr-tr,pere,notStacked,imp-pf,730,1,specialized,seria,seriatim,no,730,FALSE,FALSE,1,pere,notStacked_imp-pf_seria_tr-tr_specialized
1055,no,______________,no-intr,pere,notStacked,no-imp,0,1,not-applicable,transf-met,transfer metaphorical,no,0,TRUE,FALSE,1,pere,notStacked_no-imp_transf-met_no-intr_not-applicable
1056,____,____________,no-intr,pere,notStacked,no-pf,6517,8,specialized,mix,mix,no,6517,FALSE,FALSE,8,pere,notStacked_no-pf_mix_no-intr_specialized
1057,____,__________,no-tr,pere,notStacked,no-pf,6517,5,specialized,mix,mix,no,6517,FALSE,FALSE,5,pere,notStacked_no-pf_mix_no-tr_specialized
1058,no,________________,no-intr,pere,notStacked,no-imp,0,1,not-applicable,mix,mix,no,0,FALSE,FALSE,1,pere,notStacked_no-imp_mix_no-intr_not-applicable
1059,____,____________,no-intr,pere,notStacked,no-imp,6517,494,not-applicable,mix,mix,no,6517,FALSE,FALSE,494,pere,notStacked_no-imp_mix_no-intr_not-applicable
1060,____,__________,no-tr,pere,notStacked,no-imp,6517,150,not-applicable,mix,mix,no,6517,FALSE,FALSE,150,pere,notStacked_no-imp_mix_no-tr_not-applicable
1061,_____,_________,tr-tr,pere,notStacked,imp-pf,384,2,specialized,thorough,thorough,no,384,FALSE,FALSE,2,pere,notStacked_imp-pf_thorough_tr-tr_specialized
1062,no,____________,no-tr,pere,notStacked,no-imp,0,1,not-applicable,overdo,overdo,no,0,FALSE,FALSE,1,pere,notStacked_no-imp_overdo_no-tr_not-applicable
1063,_______,___________,intr-intr,pere,notStacked,imp-pf,8503,383,specialized,transf,transfer,no,8503,FALSE,TRUE,383,pere,notStacked_imp-pf_transf_intr-intr_specialized
1064,no,____________,no-intr,pere,notStacked,no-imp,0,54,not-applicable,transf,transfer,no,0,FALSE,TRUE,54,pere,notStacked_no-imp_transf_no-intr_not-applicable
1065,no,______________,no-intr,pere,notStacked,no-imp,0,10,not-applicable,transf,transfer,no,0,FALSE,TRUE,10,pere,notStacked_no-imp_transf_no-intr_not-applicable
1066,no,____________,no-tr,pere,notStacked,no-imp,0,48,not-applicable,transf,transfer,no,0,FALSE,TRUE,48,pere,notStacked_no-imp_transf_no-tr_not-applicable
1067,no,____________,no-tr,pere,notStacked,no-imp,0,19,not-applicable,redo,redo,no,0,FALSE,FALSE,19,pere,notStacked_no-imp_redo_no-tr_not-applicable
1068,no,_______________,no-intr,pere,notStacked,no-imp,0,6,not-applicable,intrch,interchange,no,0,FALSE,FALSE,6,pere,notStacked_no-imp_intrch_no-intr_not-applicable
1069,no,_____________,no-intr,pere,notStacked,no-imp,0,2,not-applicable,ovc-dur,overcome-duration,no,0,FALSE,FALSE,2,pere,notStacked_no-imp_ovc-dur_no-intr_not-applicable
1070,______,__________,tr-tr,pere,notStacked,imp-pf,483,24,specialized,thorough,thorough,no,483,FALSE,FALSE,24,pere,notStacked_imp-pf_thorough_tr-tr_specialized
1071,_________,_____________,intr-tr,pere,notStacked,imp-pf,3,2,specialized,super,superiority,no,3,FALSE,FALSE,2,pere,notStacked_imp-pf_super_intr-tr_specialized
1072,______,__________,tr-tr,pere,notStacked,imp-pf,2264,195,specialized,transf,transfer,no,2264,FALSE,TRUE,195,pere,notStacked_imp-pf_transf_tr-tr_specialized
1073,no,________/_____,no-tr,pere,notStacked,no-imp,0,97,not-applicable,transf,transfer,no,0,FALSE,TRUE,97,pere,notStacked_no-imp_transf_no-tr_not-applicable
1074,no,______________,no-intr,pere,notStacked,no-imp,0,23,not-applicable,transf-met,transfer metaphorical,no,0,TRUE,FALSE,23,pere,notStacked_no-imp_transf-met_no-intr_not-applicable
1075,no,____________,no-tr,pere,notStacked,no-imp,0,202,not-applicable,transf-met,transfer metaphorical,no,0,TRUE,FALSE,202,pere,notStacked_no-imp_transf-met_no-tr_not-applicable
1076,no,_____________,no-tr,pere,notStacked,no-imp,0,2,not-applicable,ovc-dur,overcome-duration,no,0,FALSE,FALSE,2,pere,notStacked_no-imp_ovc-dur_no-tr_not-applicable
1077,no,______________,no-tr,pere,notStacked,no-imp,0,2,not-applicable,redo,redo,no,0,FALSE,FALSE,2,pere,notStacked_no-imp_redo_no-tr_not-applicable
1078,________,____________,tr-tr,pere,notStacked,imp-pf,319,4,specialized,redo,redo,no,319,FALSE,FALSE,4,pere,notStacked_imp-pf_redo_tr-tr_specialized
1079,no,____________,no-tr,pere,notStacked,no-imp,0,2,not-applicable,transf,transfer,no,0,FALSE,TRUE,2,pere,notStacked_no-imp_transf_no-tr_not-applicable
1080,________,____________,intr-intr,pere,notStacked,imp-pf,148,51,specialized,thorough,thorough,no,148,FALSE,FALSE,51,pere,notStacked_imp-pf_thorough_intr-intr_specialized
1081,______,__________,tr-tr,pere,notStacked,imp-pf,1197,134,specialized,thorough,thorough,no,1197,FALSE,FALSE,134,pere,notStacked_imp-pf_thorough_tr-tr_specialized
1082,no,_______________,no-tr,pere,notStacked,no-imp,0,2,not-applicable,redo,redo,no,0,FALSE,FALSE,2,pere,notStacked_no-imp_redo_no-tr_not-applicable
1083,______,_____________,no-tr,pere,notStacked,no-imp,1408,6,specialized,redo,redo,no,1408,FALSE,FALSE,6,pere,notStacked_no-imp_redo_no-tr_specialized
1084,no,_____________,tr-tr,pere,notStacked,no-imp,0,1,not-applicable,overdo,overdo,no,0,FALSE,FALSE,1,pere,notStacked_no-imp_overdo_tr-tr_not-applicable
1085,______,__________,tr-tr,pere,notStacked,imp-pf,136515,10,specialized,ovc-dur,overcome-duration,no,136515,FALSE,FALSE,10,pere,notStacked_imp-pf_ovc-dur_tr-tr_specialized
1086,______,__________,tr-tr,pere,notStacked,imp-pf,136515,10,specialized,seria,seriatim,no,136515,FALSE,FALSE,10,pere,notStacked_imp-pf_seria_tr-tr_specialized
1087,______,__________,tr-tr,pere,notStacked,imp-pf,136515,10,specialized,overdo,overdo,no,136515,FALSE,FALSE,10,pere,notStacked_imp-pf_overdo_tr-tr_specialized
1088,______,__________,tr-tr,pere,notStacked,imp-pf,968,2,specialized,seria,seriatim,no,968,FALSE,FALSE,2,pere,notStacked_imp-pf_seria_tr-tr_specialized
1089,________,____________,intr-tr,pere,notStacked,imp-pf,522,2,specialized,super,superiority,no,522,FALSE,FALSE,2,pere,notStacked_imp-pf_super_intr-tr_specialized
1090,no,________________,no-intr,pere,notStacked,no-imp,0,4,not-applicable,mix,mix,no,0,FALSE,FALSE,4,pere,notStacked_no-imp_mix_no-intr_not-applicable
1091,no,______________,no-tr,pere,notStacked,no-imp,0,33,not-applicable,seria,seriatim,no,0,FALSE,FALSE,33,pere,notStacked_no-imp_seria_no-tr_not-applicable
1092,______,__________,tr-tr,pere,notStacked,imp-pf,337,2,specialized,seria,seriatim,no,337,FALSE,FALSE,2,pere,notStacked_imp-pf_seria_tr-tr_specialized
1093,________,____________,tr-tr,pere,notStacked,imp-pf,12,63,specialized,seria,seriatim,no,12,FALSE,FALSE,63,pere,notStacked_imp-pf_seria_tr-tr_specialized
1094,______,____________,no-tr,pere,notStacked,no-pf,3812,63,specialized,div,divide,no,3812,FALSE,FALSE,63,pere,notStacked_no-pf_div_no-tr_specialized
1095,no,___________,no-tr,pere,notStacked,no-imp,0,2,not-applicable,div,divide,yes,0,FALSE,FALSE,2,pere,notStacked_no-imp_div_no-tr_not-applicable
1096,________,____________,intr-intr,pere,notStacked,imp-pf,1011,342,specialized,div,divide,yes,1011,FALSE,FALSE,342,pere,notStacked_imp-pf_div_intr-intr_specialized
1097,______,__________,tr-tr,pere,notStacked,imp-pf,784,851,specialized,div,divide,yes,784,FALSE,FALSE,851,pere,notStacked_imp-pf_div_tr-tr_specialized
1098,________,____________,intr-intr,pere,notStacked,imp-pf,1981,15,specialized,div,divide,no,1981,FALSE,FALSE,15,pere,notStacked_imp-pf_div_intr-intr_specialized
1099,________,____________,intr-intr,pere,notStacked,imp-pf,1981,15,specialized,seria,seriatim,no,1981,FALSE,FALSE,15,pere,notStacked_imp-pf_seria_intr-intr_specialized
1100,______,__________,tr-tr,pere,notStacked,imp-pf,6005,563,specialized,seria,seriatim,no,6005,FALSE,FALSE,563,pere,notStacked_imp-pf_seria_tr-tr_specialized
1101,______,__________,tr-tr,pere,notStacked,imp-pf,6005,563,specialized,div,divide,no,6005,FALSE,FALSE,563,pere,notStacked_imp-pf_div_tr-tr_specialized
1102,________,____________,intr-intr,pere,notStacked,imp-pf,9399,10,specialized,transf,transfer,no,9399,FALSE,TRUE,10,pere,notStacked_imp-pf_transf_intr-intr_specialized
1103,______,__________,tr-tr,pere,notStacked,imp-pf,72,1399,specialized,transf,transfer,yes,72,FALSE,TRUE,1399,pere,notStacked_imp-pf_transf_tr-tr_specialized
1104,______,__________,tr-tr,pere,notStacked,imp-pf,72,1399,specialized,overdo,overdo,yes,72,FALSE,FALSE,1399,pere,notStacked_imp-pf_overdo_tr-tr_specialized
1105,______,__________,tr-tr,pere,notStacked,imp-pf,10689,189,specialized,seria,seriatim,no,10689,FALSE,FALSE,189,pere,notStacked_imp-pf_seria_tr-tr_specialized
